Rainfall (mm),River Level (m),Soil Moisture (%),Humidity (%),Temperature (°C),Wind Speed (km/h),Flood
28.7,3.13,58.1,86.6,31.9,11.8,0
87.1,2.87,86.0,45.3,22.9,0.0,0
47.3,4.73,63.3,74.6,21.9,14.3,0
25.5,4.15,53.7,71.9,27.9,21.9,0
113.4,1.82,71.1,65.1,21.0,15.9,0
60.0,6.61,65.5,56.2,29.6,19.5,0
121.2,3.66,0.0,60.4,29.8,11.4,0
82.2,5.43,35.8,73.8,30.2,13.9,0
48.4,2.84,47.3,62.0,23.8,7.8,0
95.6,2.68,18.4,55.2,22.9,26.3,0
87.5,0.64,31.9,76.0,29.1,9.6,0
22.9,0.0,67.2,66.6,35.9,23.6,0
81.0,2.53,41.7,90.2,14.1,24.7,0
154.9,1.99,59.9,59.0,24.1,13.2,0
49.2,3.1,55.1,79.9,25.6,15.6,0
87.1,1.47,71.6,67.5,23.9,16.4,0
177.5,3.58,44.2,76.6,21.2,21.7,0
41.4,3.86,73.4,57.6,24.7,14.8,0
63.5,5.11,73.5,56.1,29.0,20.1,0
60.8,6.05,28.7,85.3,23.9,8.3,0
55.2,3.63,59.0,70.0,22.1,15.1,0
175.7,5.53,47.3,65.3,23.0,6.1,0
14.9,3.16,40.6,45.3,20.8,12.1,0
50.1,2.92,81.9,56.7,37.6,12.7,0
46.4,1.02,54.4,50.6,20.6,10.8,0
47.3,2.64,24.7,72.9,32.2,15.6,0
23.3,2.02,58.2,69.7,28.9,19.0,0
105.0,1.08,51.7,71.6,20.9,14.0,0
81.0,0.18,32.8,73.8,31.4,11.5,0
30.3,2.47,67.0,73.4,24.9,17.1,0
36.1,0.85,60.6,83.7,17.2,10.2,0
20.8,2.29,18.5,64.2,19.8,18.3,0
39.4,3.7,57.2,69.6,34.3,17.9,0
63.1,1.17,36.0,70.2,24.1,21.2,0
16.6,0.65,52.7,75.2,28.6,6.9,0
42.8,0.5,34.4,73.1,22.0,14.3,0
11.3,1.49,59.4,65.8,22.7,9.5,0
32.7,1.56,63.0,49.6,28.3,0.2,0
65.6,0.51,40.5,55.2,27.2,13.5,0
41.2,3.92,38.2,63.6,24.5,22.9,0
15.8,3.35,46.3,65.3,18.4,20.6,0
63.1,0.21,57.1,69.0,34.5,14.6,0
47.2,0.91,41.0,61.1,19.8,16.2,0
32.4,3.77,47.7,83.2,33.2,18.1,0
39.9,0.54,19.9,67.8,26.9,12.7,0
40.4,1.07,53.2,35.0,22.5,12.4,0
25.8,2.19,37.0,60.4,25.7,17.8,0
108.9,1.36,55.2,59.8,31.7,25.3,0
118.2,5.64,59.0,69.6,30.2,16.8,0
4.6,3.18,66.6,65.4,19.9,17.0,0
50.3,2.91,47.3,68.1,22.2,9.7,0
132.4,2.43,37.6,84.0,21.6,12.9,0
37.3,3.8,79.3,69.7,28.3,11.5,0
96.4,2.92,70.9,100.0,30.0,15.4,0
83.8,1.76,47.5,79.2,18.6,17.9,0
25.1,0.04,70.9,64.6,25.8,16.0,0
47.9,1.55,62.7,71.7,31.1,14.3,0
52.0,1.99,83.8,97.0,28.9,10.0,0
33.5,3.22,63.9,41.8,29.9,8.2,0
71.7,3.9,57.1,79.3,21.3,23.3,0
84.7,2.5,42.4,84.1,30.4,14.8,0
57.0,2.63,55.9,53.0,23.1,13.4,0
90.3,0.7,33.7,56.9,30.8,15.5,0
58.2,1.21,69.4,57.8,19.9,11.0,0
51.4,0.0,35.2,90.5,17.0,18.1,0
9.3,1.58,62.2,67.0,35.6,4.8,0
17.3,2.99,47.0,53.8,36.0,7.6,0
148.0,3.49,64.4,39.5,22.5,13.0,0
77.0,1.49,66.4,79.7,11.7,17.4,0
129.9,4.1,61.0,66.9,17.1,15.8,0
45.5,4.7,49.0,80.1,20.7,23.5,0
212.3,3.8,62.3,70.4,17.3,19.4,0
49.3,4.29,27.4,85.5,23.6,21.2,0
45.8,1.12,78.5,38.5,25.9,12.3,0
10.9,0.34,69.5,75.0,20.5,14.5,0
91.4,3.87,27.4,68.6,18.6,12.6,0
128.5,4.57,78.8,59.2,21.0,13.0,1
171.1,5.0,11.9,70.0,21.6,16.0,0
53.5,0.0,62.7,59.3,26.4,10.9,0
29.4,2.58,32.1,67.2,24.0,18.7,0
47.9,0.8,50.8,49.5,21.3,14.5,0
75.8,2.24,59.8,73.3,24.1,11.3,0
41.5,3.77,73.4,75.5,28.9,11.9,0
46.4,3.06,51.3,80.2,37.1,14.1,0
51.7,0.3,43.4,45.7,18.4,17.4,0
54.2,2.22,28.5,44.3,24.1,15.4,0
18.1,1.71,53.6,49.2,25.6,18.2,0
62.8,3.88,24.4,86.7,33.0,16.7,0
27.0,1.41,65.0,63.0,22.6,19.4,0
57.9,2.74,54.2,70.3,27.5,20.0,0
12.7,2.02,59.2,78.4,33.2,9.0,0
112.8,5.16,70.8,53.1,24.7,9.4,1
52.6,3.54,62.0,67.2,17.7,20.4,0
44.9,2.32,75.6,51.1,34.3,16.0,0
104.0,1.95,38.3,42.7,21.6,26.3,0
75.8,2.49,51.8,79.4,30.7,14.3,0
41.3,5.78,32.0,63.4,29.2,19.4,0
121.5,3.38,23.6,73.7,17.2,14.6,0
52.7,2.97,38.6,79.4,23.5,16.3,0
50.0,3.53,48.7,47.9,27.4,10.3,0
59.0,3.37,62.1,56.8,26.9,12.9,0
179.9,3.5,48.6,89.9,17.1,16.8,0
11.4,3.53,63.2,72.0,30.1,14.0,0
189.8,1.03,91.4,48.1,25.4,15.5,0
101.6,0.55,29.7,53.0,34.2,20.1,0
42.4,3.55,61.1,54.2,30.8,15.6,0
37.2,3.05,32.8,68.7,23.9,10.4,0
64.9,1.68,68.9,65.6,14.2,10.4,0
74.0,1.47,64.0,79.3,24.8,19.3,0
115.8,3.27,18.6,73.9,22.0,11.7,0
50.2,3.26,38.7,52.1,27.5,16.1,0
50.2,0.25,98.0,86.5,28.9,10.8,0
5.9,2.57,21.7,71.2,32.2,14.7,0
35.3,2.31,23.7,93.4,26.0,13.6,0
149.3,2.1,62.0,53.6,25.0,18.2,0
77.9,0.87,49.7,33.8,23.1,17.8,0
76.9,1.46,23.8,72.8,19.4,10.2,0
38.3,2.03,64.6,61.5,30.9,18.3,0
34.6,0.0,67.5,72.0,24.1,19.5,0
78.4,4.08,17.2,62.3,19.0,20.3,0
66.6,2.39,91.9,83.2,19.6,16.9,0
78.6,1.63,70.2,61.9,24.0,19.4,0
57.8,0.98,56.6,69.6,27.6,17.3,0
66.7,2.87,32.8,74.2,30.5,16.6,0
17.4,0.0,36.6,68.1,33.7,3.7,0
162.4,3.59,28.9,75.6,23.6,11.7,0
39.6,3.71,20.9,71.4,20.7,11.6,0
59.5,1.51,54.6,64.6,28.4,10.8,0
6.5,0.0,46.1,71.0,23.2,9.6,0
34.0,1.6,68.4,63.6,26.5,15.7,0
56.4,2.03,61.6,60.0,24.1,12.4,0
75.5,2.31,59.9,72.9,24.1,17.4,0
9.0,5.18,51.7,100.0,11.1,10.0,0
56.3,3.01,33.6,69.7,27.0,13.1,0
116.2,5.05,63.8,68.2,18.2,16.7,0
70.2,3.69,55.2,56.0,19.1,17.0,0
123.7,3.09,47.2,62.7,9.2,10.5,0
75.5,2.69,41.7,60.1,13.9,5.5,0
37.2,0.0,46.3,74.9,28.3,9.7,0
47.4,0.0,30.1,67.3,24.9,23.7,0
60.7,3.63,75.6,88.5,21.4,10.4,0
80.9,2.39,15.7,50.8,23.8,14.8,0
84.6,4.05,53.2,61.3,18.1,20.4,0
41.0,0.15,51.2,57.2,26.7,16.5,0
40.3,2.98,58.5,28.6,27.0,23.1,0
35.5,3.19,40.4,45.8,27.6,13.6,0
14.6,1.55,54.4,61.1,26.5,19.7,0
98.3,0.9,73.3,67.7,13.4,6.5,0
41.5,0.94,37.8,68.6,18.7,9.9,0
21.9,1.44,73.3,72.7,28.2,14.4,0
74.9,1.76,47.9,48.5,30.9,28.3,0
80.1,1.58,60.0,55.8,33.2,12.0,0
18.3,2.97,24.0,79.0,31.9,24.5,0
114.4,2.28,70.7,81.2,16.9,19.1,0
104.2,0.62,92.0,79.7,27.8,14.7,0
59.2,3.32,31.0,69.0,16.3,14.8,0
57.5,0.72,45.5,41.4,26.4,23.9,0
97.6,1.97,72.1,84.4,25.2,10.0,0
38.9,0.96,29.1,51.8,20.0,19.8,0
115.1,1.46,66.6,76.8,19.5,10.6,0
9.4,1.74,27.9,58.6,21.5,11.6,0
63.6,1.81,36.5,66.6,27.2,19.2,0
51.1,2.15,62.5,53.1,30.1,12.9,0
17.3,2.44,75.6,62.9,26.0,15.5,0
99.6,4.05,67.0,48.9,36.5,6.8,0
34.8,0.95,56.8,51.6,15.9,13.8,0
91.0,0.0,33.9,56.5,33.7,15.8,0
78.1,0.87,51.2,37.1,29.7,23.0,0
27.6,4.12,46.0,53.9,25.6,9.2,0
9.8,3.46,60.7,43.9,36.6,22.0,0
69.7,1.29,50.7,49.9,18.7,12.8,0
80.1,1.94,40.3,48.8,17.5,15.7,0
64.5,0.0,64.1,86.2,30.5,11.1,0
27.8,1.18,45.2,43.7,21.6,8.7,0
178.0,1.3,36.6,66.2,20.2,22.4,0
51.6,3.62,50.3,71.2,24.6,14.1,0
11.3,2.23,34.9,62.1,20.7,20.7,0
100.9,0.85,35.7,75.8,22.0,11.2,0
30.4,0.37,73.7,57.4,23.7,24.8,0
82.6,3.75,25.8,67.2,22.2,18.2,0
26.3,2.27,81.5,63.7,24.5,8.3,0
52.9,1.03,74.2,57.3,23.3,19.0,0
20.2,3.95,24.6,73.8,23.9,14.1,0
49.6,3.59,54.6,64.0,24.8,12.8,0
28.7,1.72,56.8,62.2,22.8,6.1,0
43.7,0.67,52.6,45.9,28.3,9.6,0
35.1,4.66,47.6,59.5,20.7,21.0,0
103.3,3.4,42.1,62.6,27.9,13.7,0
128.3,2.26,34.6,86.0,25.2,15.2,0
33.9,0.62,40.9,56.9,19.4,5.5,0
110.4,3.13,74.9,77.8,25.7,16.6,0
172.3,0.92,81.6,63.4,28.1,10.7,0
18.7,3.4,10.2,49.9,24.0,24.6,0
47.0,3.24,50.7,84.2,16.6,19.6,0
38.4,1.41,51.3,66.5,25.6,13.3,0
167.6,3.24,55.3,53.2,27.4,20.2,0
62.7,1.75,43.2,74.9,24.8,15.9,0
172.1,3.98,63.5,87.7,16.0,10.6,0
88.5,1.74,72.9,46.7,23.9,12.5,0
96.0,3.52,66.3,77.5,23.0,18.1,0
51.8,6.37,3.7,43.8,18.7,11.4,0
75.4,1.27,49.4,39.1,29.6,14.1,0
70.9,0.41,42.3,44.0,31.2,5.2,0
76.7,2.58,42.9,61.8,19.6,13.0,0
8.5,3.23,53.5,70.7,29.4,9.5,0
147.6,1.17,21.2,57.6,25.9,23.1,0
78.5,2.32,89.3,48.9,22.7,10.5,0
46.9,1.28,97.1,69.9,30.6,17.8,0
98.2,0.17,61.0,67.7,23.7,12.2,0
48.7,2.85,43.3,65.0,23.9,21.8,0
111.8,2.46,70.3,78.1,20.7,7.6,0
34.1,0.86,38.8,65.8,23.0,14.5,0
151.4,1.16,78.0,84.4,25.6,10.8,0
62.4,1.9,92.2,33.9,25.2,20.0,0
150.3,2.28,49.5,45.1,24.1,13.9,0
189.7,0.3,66.1,79.3,22.1,19.3,0
38.4,1.45,73.9,36.0,24.3,0.0,0
3.1,4.16,42.6,77.9,22.5,9.8,0
2.1,3.36,44.1,81.4,30.9,22.6,0
19.1,1.95,43.6,59.2,21.8,23.3,0
16.3,4.11,63.2,71.6,16.9,8.9,0
37.9,2.17,46.4,63.8,18.1,16.4,0
109.6,1.91,43.2,69.2,32.4,17.1,0
43.1,2.85,90.5,40.7,29.1,6.3,0
70.6,2.76,50.4,76.3,20.9,9.1,0
91.2,4.52,42.6,56.4,24.6,7.7,0
84.9,0.88,77.2,47.5,20.5,17.4,0
18.1,3.52,42.1,39.3,23.6,20.1,0
23.4,2.08,58.5,61.5,33.1,12.8,0
27.8,0.51,51.1,58.8,30.7,22.8,0
25.9,2.97,52.9,60.3,24.9,12.7,0
59.0,1.82,2.4,58.3,12.2,18.0,0
27.6,4.42,58.8,47.7,25.7,17.0,0
43.5,1.23,66.9,88.2,25.2,11.9,0
64.2,1.54,66.9,60.4,24.3,14.7,0
4.5,2.65,90.0,79.1,20.2,6.6,0
31.6,0.0,32.9,51.3,30.6,18.5,0
27.0,3.98,31.2,100.0,21.9,9.1,0
51.8,4.16,66.1,76.2,28.2,26.0,0
59.5,3.5,36.1,89.1,27.1,24.7,0
114.7,2.67,78.8,83.1,23.2,5.0,0
100.5,3.4,64.1,72.1,29.7,11.7,0
33.9,2.87,63.2,69.5,20.3,17.9,0
40.6,3.77,54.6,60.7,25.4,13.3,0
43.3,5.14,47.5,69.5,34.0,13.6,0
89.8,2.32,64.7,54.2,19.5,17.1,0
123.6,2.09,66.7,73.6,24.3,15.1,0
75.8,2.21,60.9,47.3,26.7,21.7,0
60.6,0.69,48.0,70.2,26.4,12.3,0
13.0,2.64,16.1,55.4,26.7,19.5,0
48.8,0.07,42.5,82.3,20.2,8.2,0
97.5,4.29,45.6,46.3,25.2,13.7,0
49.9,4.43,62.8,42.4,22.2,14.3,0
48.7,1.2,84.9,68.9,34.4,17.0,0
13.7,0.89,23.4,46.6,24.6,22.8,0
129.1,3.82,40.7,66.7,15.7,8.8,0
15.2,0.19,37.9,77.6,26.8,2.9,0
132.1,1.12,33.0,65.3,31.0,11.1,0
60.4,0.9,60.3,49.8,25.9,15.6,0
157.4,3.03,63.3,53.9,21.6,13.8,0
90.9,3.05,48.9,76.1,21.8,8.9,0
99.0,2.79,64.3,68.7,25.9,19.8,0
45.1,2.24,100.0,58.7,30.5,16.6,0
51.2,3.38,62.1,76.3,29.4,7.7,0
45.4,2.46,12.0,45.4,25.4,20.2,0
26.8,4.67,59.4,78.5,20.1,16.8,0
60.8,3.88,60.1,76.1,24.7,9.4,0
22.3,1.22,33.9,50.2,25.8,12.6,0
32.7,1.84,55.1,67.3,22.9,13.9,0
32.0,2.07,62.7,58.0,16.5,12.2,0
34.4,0.93,51.7,81.9,27.6,17.6,0
28.1,4.01,75.7,92.5,30.2,13.5,0
11.9,3.56,56.9,40.4,35.0,17.1,0
21.5,1.96,50.1,67.8,21.5,20.4,0
71.6,3.07,21.7,61.2,20.2,12.0,0
39.0,1.72,21.4,51.8,25.2,23.2,0
42.7,3.79,27.7,50.5,27.7,14.1,0
124.3,2.13,63.9,60.7,22.9,21.4,0
169.0,0.0,41.7,54.0,23.7,18.3,0
139.9,0.47,29.2,80.4,34.9,19.8,0
132.2,4.29,47.7,76.4,16.4,11.8,0
87.6,2.13,48.5,60.4,22.1,11.5,0
110.0,2.95,34.5,67.0,19.2,15.3,0
115.7,2.16,55.7,59.0,23.7,12.0,0
119.4,0.25,82.8,59.4,16.8,20.0,0
20.8,0.76,29.9,55.4,36.1,14.1,0
45.8,4.01,58.4,42.7,22.6,19.3,0
58.9,3.94,26.0,72.7,28.5,17.3,0
15.3,0.34,77.7,44.4,34.8,10.2,0
11.2,4.2,27.0,65.4,28.3,26.5,0
64.5,1.65,13.0,56.6,24.7,16.6,0
24.5,2.71,57.1,87.1,25.8,16.6,0
72.1,2.41,30.8,74.2,21.6,16.5,0
74.8,3.39,92.3,56.0,23.0,12.4,0
46.5,3.67,25.4,66.8,35.7,19.6,0
47.3,1.86,19.1,40.8,28.0,17.1,0
33.1,4.08,53.7,56.9,22.1,16.7,0
17.2,4.51,5.2,54.2,35.1,14.2,0
66.6,3.01,19.5,80.8,24.0,13.5,0
46.6,0.9,29.8,51.9,30.9,17.1,0
21.0,3.14,28.5,60.3,28.5,13.6,0
42.2,1.72,36.3,77.3,24.3,21.1,0
101.6,1.95,36.4,57.9,21.9,21.2,0
11.0,1.09,31.6,67.3,28.3,20.5,0
52.8,4.6,67.4,77.9,34.2,13.9,0
19.5,2.34,47.6,61.5,23.6,12.6,0
42.2,4.51,50.2,55.6,29.0,15.1,0
6.6,3.57,48.9,76.1,20.4,23.8,0
12.4,1.3,48.1,65.7,27.9,5.6,0
11.2,1.33,52.1,62.4,28.0,15.0,0
156.0,2.24,60.3,67.2,23.8,10.1,0
63.9,2.43,72.1,62.3,21.6,21.0,0
24.4,1.86,70.0,29.7,28.2,23.9,0
25.4,4.13,100.0,53.4,30.0,16.7,0
84.6,2.63,33.9,69.7,26.9,7.7,0
73.6,2.9,36.3,41.0,28.2,18.3,0
48.7,0.88,65.6,63.2,34.3,4.8,0
131.0,0.0,32.0,84.9,30.5,19.3,0
25.5,3.8,50.6,66.9,19.4,14.8,0
11.6,1.0,95.9,51.5,24.8,24.4,0
125.4,2.08,85.5,67.9,22.8,5.7,0
33.5,2.37,32.0,34.3,23.4,11.8,0
12.1,2.69,23.7,63.7,23.8,7.8,0
50.5,1.75,9.0,91.0,32.4,10.9,0
58.2,1.25,50.5,73.1,17.9,16.9,0
49.0,1.71,41.6,63.3,21.7,5.3,0
120.1,0.0,48.1,66.7,23.9,7.9,0
163.4,3.11,44.0,84.0,19.7,16.6,0
33.9,3.28,42.9,49.3,20.0,17.4,0
92.6,3.11,40.9,63.0,21.9,16.8,0
37.8,2.65,51.1,75.4,27.6,19.9,0
124.3,4.11,73.7,32.4,23.2,16.5,1
15.1,4.27,1.9,74.8,29.1,22.4,0
55.7,4.04,43.1,61.5,23.2,24.7,0
78.3,2.4,28.7,64.0,26.3,2.6,0
79.8,2.29,60.3,62.6,29.5,17.0,0
36.0,2.59,41.4,89.7,27.7,18.1,0
45.7,1.5,73.0,61.6,22.8,15.4,0
74.0,2.76,70.0,80.9,25.1,14.7,0
56.8,2.58,32.8,56.7,27.6,20.3,0
54.3,3.82,55.6,44.6,26.4,13.5,0
35.0,4.56,72.7,79.2,29.6,9.0,0
22.4,2.9,43.5,66.5,22.5,11.4,0
106.6,3.51,49.5,53.8,27.9,16.9,0
20.7,2.48,36.9,44.5,27.7,20.0,0
120.7,3.65,45.2,96.3,22.5,12.4,0
136.9,3.77,56.2,62.3,27.7,8.8,0
89.8,4.61,61.8,71.6,26.7,0.7,0
37.1,0.0,65.0,54.3,25.4,22.4,0
10.5,3.36,48.4,67.0,23.5,9.3,0
79.0,2.1,33.4,87.0,15.3,13.8,0
16.0,3.21,42.3,61.7,21.4,14.4,0
28.8,3.24,73.9,62.8,22.9,14.9,0
34.3,1.31,78.5,90.0,29.3,24.2,0
22.7,0.0,47.2,36.0,18.2,19.0,0
26.6,2.99,55.4,52.2,21.8,19.6,0
56.2,1.91,51.8,63.3,25.4,11.7,0
203.3,3.53,51.2,59.0,26.3,16.0,0
73.9,2.25,4.2,71.0,17.9,12.2,0
107.3,3.6,25.9,64.9,37.9,6.6,0
32.1,3.0,64.3,56.8,33.9,18.4,0
174.4,0.37,53.7,78.1,23.9,10.1,0
161.9,2.51,70.2,55.2,25.7,5.7,0
37.3,2.5,47.3,74.5,26.0,14.8,0
169.5,2.01,25.7,57.5,16.4,17.3,0
26.0,3.33,47.3,66.5,25.9,23.4,0
43.7,1.18,70.0,87.2,26.6,17.6,0
47.1,4.81,55.4,58.7,26.7,25.2,0
35.5,0.43,17.0,80.0,28.5,21.7,0
8.4,0.39,30.5,51.0,19.7,17.9,0
9.4,3.38,36.8,57.1,17.7,17.2,0
40.6,5.73,20.7,61.8,26.4,8.8,0
113.1,1.57,41.4,62.4,30.1,12.0,0
48.2,3.19,67.9,78.2,20.3,24.5,0
28.2,4.13,29.5,73.9,25.7,21.2,0
92.5,2.16,66.4,87.8,27.2,9.3,0
77.9,1.71,59.7,71.5,25.2,15.5,0
63.8,4.43,40.0,94.8,27.2,17.0,0
27.1,3.01,56.7,81.3,20.8,7.4,0
52.8,3.33,40.9,67.1,20.2,20.3,0
2.3,0.61,61.6,84.9,25.0,16.5,0
116.5,3.17,93.5,69.3,39.8,13.8,0
79.4,3.94,90.0,71.6,26.0,15.8,0
32.6,3.23,5.4,64.3,31.2,13.1,0
56.0,3.29,42.9,62.5,20.5,23.4,0
40.9,4.93,39.5,56.0,21.4,18.7,0
55.0,3.35,62.7,56.6,21.3,16.9,0
204.9,4.28,69.9,51.7,22.8,17.3,0
118.8,3.69,64.6,65.0,18.0,3.3,0
97.2,1.66,58.4,49.2,27.9,12.0,0
97.6,2.89,30.3,65.6,28.3,13.5,0
125.7,3.37,76.7,61.7,24.1,2.6,0
128.3,0.0,40.0,46.4,25.3,19.6,0
86.1,2.78,20.8,77.2,30.5,18.6,0
51.2,4.31,15.2,68.0,26.6,7.7,0
19.7,1.12,44.4,61.8,18.7,6.7,0
69.4,0.86,70.8,53.7,22.8,13.7,0
45.6,3.01,29.6,64.3,26.6,7.3,0
21.7,0.78,63.0,70.9,26.2,14.0,0
56.7,4.2,35.8,65.5,31.1,13.4,0
13.6,1.73,38.4,68.8,20.9,13.0,0
37.8,3.52,19.8,85.4,24.7,11.5,0
99.7,1.13,66.2,43.4,24.4,14.1,0
51.2,5.53,38.7,27.1,18.3,18.4,0
80.2,5.81,55.5,54.9,30.9,7.2,0
77.6,4.19,48.8,36.6,41.9,10.1,0
48.0,1.48,45.6,57.1,15.7,13.1,0
88.6,2.4,50.9,57.7,26.1,17.7,0
53.0,0.0,61.4,100.0,17.4,11.3,0
17.4,4.46,69.0,65.7,31.5,25.2,0
46.5,2.68,32.7,30.3,15.3,16.7,0
172.4,2.37,31.7,49.8,23.9,16.7,0
25.2,1.15,91.9,80.4,27.6,20.3,0
165.0,3.98,48.0,78.2,31.3,15.8,0
3.2,3.31,60.3,66.5,23.9,18.8,0
13.1,2.57,32.6,62.2,21.4,7.5,0
23.0,3.15,28.4,76.3,22.5,14.4,0
15.1,5.4,35.6,89.1,20.9,17.2,0
102.1,1.14,42.2,31.8,27.6,16.4,0
11.1,0.61,53.3,52.6,22.3,19.9,0
25.4,1.33,93.6,54.6,20.9,26.0,0
87.9,4.3,59.7,59.1,18.9,23.5,0
63.4,2.92,31.1,77.2,23.6,16.8,0
48.7,1.34,44.2,44.4,24.6,18.4,0
43.6,3.29,33.5,40.7,17.6,7.2,0
85.1,1.76,12.1,51.8,21.7,10.6,0
16.8,2.76,49.1,61.7,17.8,15.9,0
23.6,3.21,25.1,73.4,26.4,17.4,0
72.5,1.59,64.3,65.7,29.0,12.7,0
25.3,0.0,44.3,84.6,29.6,17.2,0
54.3,2.86,53.8,100.0,23.9,16.3,0
38.8,2.21,40.4,68.8,23.0,16.5,0
29.0,1.57,64.8,80.4,18.9,13.7,0
47.3,2.87,80.1,72.9,22.9,26.3,0
4.9,3.43,29.6,62.9,32.3,14.0,0
70.7,0.0,51.2,60.0,23.0,19.2,0
68.9,2.66,74.6,72.9,26.8,15.5,0
129.3,2.32,89.9,64.4,31.0,21.6,0
22.1,1.94,66.4,62.8,33.7,17.0,0
114.1,3.48,52.6,55.7,27.1,20.8,0
23.0,0.0,59.1,91.3,23.7,14.8,0
90.5,0.0,33.7,68.1,29.2,15.2,0
14.9,0.08,28.0,61.7,29.9,10.3,0
25.3,3.56,47.5,79.5,18.8,19.7,0
27.2,1.78,50.9,77.9,23.4,10.4,0
55.1,2.13,45.4,58.3,20.9,7.5,0
65.7,5.06,54.1,46.0,19.9,16.4,0
10.5,3.15,48.2,58.6,36.4,12.4,0
60.1,4.03,75.9,44.7,11.6,14.8,0
54.6,2.4,63.0,82.1,22.1,16.0,0
64.9,0.0,17.2,32.4,27.0,15.3,0
65.9,2.16,40.7,64.5,28.3,13.1,0
136.6,1.25,46.2,60.1,25.8,10.2,0
29.5,1.29,81.2,61.1,25.5,20.4,0
117.1,3.09,40.4,78.3,18.1,15.1,0
72.0,0.0,65.6,69.9,20.3,20.4,0
38.4,1.45,19.7,40.2,26.8,14.0,0
32.3,1.84,41.5,85.3,29.0,12.4,0
83.6,3.47,64.5,50.0,26.0,4.8,0
23.2,5.62,65.5,43.9,27.3,8.9,0
74.7,0.0,81.0,67.7,35.1,13.8,0
32.8,2.65,62.4,30.7,22.7,20.3,0
85.9,1.98,67.4,82.6,26.5,12.2,0
28.3,2.87,43.6,38.0,27.8,6.8,0
43.7,6.42,54.5,60.4,27.5,11.6,0
34.4,0.39,61.7,57.0,24.6,14.0,0
130.2,1.6,71.1,79.1,29.6,14.9,0
162.7,4.41,42.2,77.1,28.2,16.4,0
35.1,3.16,51.1,47.6,27.0,14.3,0
64.2,3.69,56.4,84.2,19.9,8.0,0
51.6,1.85,68.6,45.4,27.1,3.2,0
32.2,3.95,58.5,61.7,30.5,18.9,0
22.2,3.84,29.1,66.6,29.7,21.5,0
19.2,3.03,61.9,74.9,15.8,10.0,0
26.4,5.47,87.6,81.4,28.1,8.9,0
36.4,2.91,24.2,63.5,28.8,20.5,0
40.8,3.14,89.3,41.7,23.5,9.5,0
7.3,1.84,42.1,55.8,30.8,15.8,0
98.9,3.16,34.6,45.7,19.6,13.0,0
121.1,2.94,40.1,65.1,26.0,0.0,0
136.3,3.51,48.5,60.1,21.7,12.4,0
13.3,3.06,49.6,87.6,24.9,12.4,0
43.4,3.08,52.1,79.6,24.0,10.9,0
104.6,1.87,14.7,91.9,26.5,18.2,0
5.3,3.52,61.1,75.6,27.5,12.5,0
17.5,2.78,80.4,67.1,28.3,19.5,0
87.9,2.01,18.0,67.2,18.8,12.4,0
38.5,1.32,54.3,56.4,24.4,14.1,0
44.1,3.76,27.8,56.3,24.0,10.5,0
27.3,3.75,26.5,59.5,26.3,18.7,0
62.6,2.33,68.4,89.0,22.3,9.2,0
56.9,0.58,89.8,52.8,22.0,14.2,0
19.7,4.74,49.4,75.3,20.9,14.7,0
112.7,4.49,66.3,45.5,17.3,22.7,0
3.3,6.09,1.0,62.0,24.7,14.3,0
68.4,0.0,29.5,63.7,21.5,13.1,0
56.9,2.09,23.5,69.1,30.0,27.4,0
138.6,1.4,72.8,73.1,23.6,19.7,0
34.9,0.0,74.6,57.3,19.2,16.2,0
30.0,2.59,70.4,76.4,15.0,21.3,0
103.8,2.87,58.8,51.8,31.0,16.7,0
26.8,2.39,23.2,55.1,27.8,9.4,0
17.0,0.07,30.3,56.4,28.0,17.1,0
94.1,3.42,99.8,60.3,29.1,12.9,0
90.8,0.72,23.7,56.3,28.6,8.2,0
77.0,4.07,24.8,47.0,24.9,12.9,0
24.1,3.99,46.9,74.3,17.6,23.3,0
110.4,3.09,73.2,50.0,14.7,16.9,0
55.1,1.89,82.2,77.6,22.9,11.1,0
54.8,2.72,59.0,77.1,29.6,17.4,0
167.0,1.58,55.9,42.0,18.4,12.8,0
15.7,3.45,49.5,72.8,22.5,18.2,0
87.2,4.62,43.5,64.5,25.1,13.9,0
146.6,4.45,58.4,49.2,22.7,9.7,0
17.4,2.54,44.1,60.1,25.4,14.3,0
65.1,4.62,90.9,73.5,26.7,15.1,0
26.7,3.01,22.3,82.9,21.3,22.4,0
74.6,0.0,24.1,50.7,30.7,13.6,0
69.0,4.45,46.9,77.8,24.5,18.6,0
85.1,2.78,25.3,59.6,23.9,12.4,0
26.6,3.2,76.0,35.6,24.7,15.5,0
63.7,1.91,58.4,100.0,24.2,17.1,0
88.3,4.51,69.2,96.1,29.0,8.4,0
31.5,1.39,35.2,57.4,24.2,21.4,0
68.3,4.37,17.3,69.0,24.3,19.9,0
39.1,1.03,57.3,89.3,30.7,12.8,0
107.0,2.9,59.5,52.8,25.2,16.5,0
13.8,4.57,76.5,77.0,29.8,13.7,0
63.1,4.73,51.0,83.9,32.0,19.3,0
131.4,3.78,58.7,88.8,31.2,11.9,0
40.4,4.18,71.0,65.7,29.7,11.0,0
11.3,3.89,47.5,33.5,22.4,22.8,0
61.5,1.88,47.3,91.6,27.3,14.1,0
128.6,3.28,25.7,57.9,17.4,11.8,0
48.7,2.93,55.7,41.9,9.0,13.2,0
51.5,4.14,31.0,50.2,27.6,10.0,0
